"","decision_tree_card_prediction","disp.client_id","disp.account_id","disp.type","account.district_id_branch","account.frequency","account.date","client.district_id_client","client.gender","client.dob","client.age","loan.date","loan.amount","loan.duration","loan.monthly_rate","loan.status","loan.has_loan","card.type","card.issued","card.has_card","order.sum_amount","order.household","order.leasing","order.loan","order.insurance","order.uncategorized","order.has_orders","eng.balance_dev_1y_before_card","eng.balance_at_card_issuance","eng.balance_dev_after_card","eng.mean_trans_count_per_month","eng.median_relative_balance_dev_in_perc","credit_check_avg_income","credit_check","final_balance","risk_score","card_recommendation","loan_applicable","loan_recommendation"
"744","classic",935,782,"owner",42,"monthly_issuance",1997-10-30,42,"female",1946-05-17,53,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,5566,1,0,0,0,1,TRUE,20088.3,53232,0,4.38,0,NA,NA,53232,124,"classic","no","no"
"745","classic",937,783,"owner",1,"monthly_issuance",1997-09-08,1,"male",1931-11-14,68,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,3242,1,0,0,0,0,TRUE,16301.7,26890.7,0,4.44,0,NA,NA,26890,95,"no","no","no"
"746","classic",938,784,"owner",59,"monthly_issuance",1994-04-19,59,"female",1944-08-07,55,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,3510,1,0,0,1,1,TRUE,-4904.9,21655.8,0,5.05,0,23064,"gold",21655,349,"classic","no","no"
"747","classic",939,785,"owner",21,"weekly_issuance",1997-08-09,21,"male",1952-08-03,47,1998-02-12,156096,36,4336,"running_ok",TRUE,NA,NA,FALSE,11730,1,0,1,0,0,TRUE,-43616.9,45646.4,0,4.74,0,NA,NA,45646,60,"no","no","increase up to 140000"
"748","gold",940,786,"owner",53,"monthly_issuance",1995-08-12,53,"male",1960-08-11,39,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,5318,1,0,0,0,1,TRUE,111.299999999996,66240.6,0,5.14,0,17467,"gold",66240,392,"gold","yes","up to  210000"
"749","classic",941,787,"owner",10,"monthly_issuance",1993-11-14,10,"male",1935-10-05,64,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,4517,1,0,0,0,1,TRUE,507.700000000001,27392.4,0,5.33,1.365,6776,"failed",27392,47,"no","no","no"
"750","classic",942,788,"owner",12,"monthly_issuance",1996-06-25,12,"female",1931-09-02,68,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,3096,1,0,0,0,0,TRUE,3640.7,30562.4,0,4.86,0,5473,"failed",30562,41,"no","no","no"
"751","classic",944,789,"owner",39,"monthly_issuance",1995-02-06,39,"male",1970-12-18,29,1995-11-23,73056,48,1522,"running_ok",TRUE,NA,NA,FALSE,5316,1,0,1,0,1,TRUE,5031.2,20756.5,0,6,0,5692,"failed",20756,69,"no","no","increase up to  60000"
"752","classic",946,790,"owner",54,"monthly_issuance",1993-05-11,54,"male",1951-08-06,48,1994-07-24,208128,48,4336,"finished_nok",TRUE,"classic",1995-05-01,TRUE,4335,0,0,1,0,0,TRUE,52626,61479.9,35141.2,5.68,-4.775,NA,"failed",29046,65,"keep classic","no","no"
"753","classic",948,791,"owner",49,"monthly_issuance",1995-12-14,49,"male",1924-04-22,75,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,3054,1,0,0,0,0,TRUE,7405.7,24632.9,0,4.96,0,4854,"failed",24632,33,"no","no","no"
"754","classic",949,792,"owner",3,"monthly_issuance",1997-08-13,3,"male",1976-07-27,23,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,2399,1,0,0,1,1,TRUE,-8496.1,18948.1,0,4.52,0,NA,NA,18948,62,"no","no","no"
"755","classic",950,793,"owner",47,"monthly_issuance",1993-01-03,76,"female",1965-04-12,34,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,2267,1,0,0,1,1,TRUE,4110,19396.2,0,5.05,3.33,3401,"failed",19396,8,"no","no","no"
"756","classic",952,794,"owner",63,"monthly_issuance",1997-04-24,63,"female",1951-05-01,48,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,2014,1,0,0,0,1,TRUE,3006.1,18041.7,0,4.74,0,NA,NA,18041,72,"no","no","no"
"757","classic",953,795,"owner",25,"monthly_issuance",1995-01-27,25,"male",1937-10-17,62,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,2976,1,0,0,0,0,TRUE,11365.4,75695.3,0,4.86,0,4464,"failed",75695,83,"no","no","no"
"758","classic",954,796,"owner",1,"monthly_issuance",1997-02-13,1,"female",1942-10-20,57,NA,NA,NA,NA,NA,FALSE,"classic",1998-06-17,TRUE,NA,NA,NA,NA,NA,NA,FALSE,42182.2,63905.6,-40832.5,4.34,0,NA,NA,23073,158,"classic","no","no"
"759","classic",955,797,"owner",57,"monthly_issuance",1996-11-20,57,"male",1970-01-28,29,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,9737.8,39013.8,0,4.58,0,NA,NA,39013,100,"classic","no","no"
"760","classic",956,798,"owner",1,"monthly_issuance",1996-04-22,1,"male",1966-10-21,33,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,2182,1,0,0,0,0,TRUE,6391.7,49593.1,0,4.85,0,3273,"failed",49593,41,"no","no","no"
"761","classic",957,799,"owner",56,"monthly_issuance",1993-10-10,56,"female",1941-12-23,58,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,0,9348.3,0,4.42,0,NA,NA,9348,60,"no","no","no"
"762","classic",959,800,"owner",11,"monthly_issuance",1997-12-06,11,"female",1962-09-12,37,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,2502,1,0,0,0,1,TRUE,23265,32143.2,0,4.63,0,NA,NA,32143,107,"classic","no","no"
"763","classic",960,801,"owner",16,"monthly_issuance",1997-07-23,16,"female",1957-04-13,42,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,3332,1,0,0,0,1,TRUE,-10269,15840.1,0,4.41,0,NA,NA,15840,57,"no","no","no"
"764","classic",961,802,"owner",15,"monthly_issuance",1994-12-20,15,"female",1931-10-04,68,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,1876,1,0,0,0,0,TRUE,-3034.8,44912.1,0,5.15,0.03,5376,"failed",44912,47,"no","no","no"
"765","classic",962,803,"owner",19,"monthly_issuance",1995-09-09,19,"male",1966-02-19,33,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,44197.7,12798.7,0,5.01,0,NA,NA,12798,108,"classic","no","no"
"766","classic",963,804,"owner",64,"monthly_issuance",1996-02-06,64,"female",1966-12-17,33,NA,NA,NA,NA,NA,FALSE,"classic",1998-05-25,TRUE,3024,1,0,0,0,1,TRUE,20488,52544.5,18961.8,4.6,0,8005,"classic",71506,229,"keep classic","yes","up to  220000"
"767","classic",964,805,"owner",10,"monthly_issuance",1996-12-02,10,"female",1953-10-21,46,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,1424,0,1,0,0,0,TRUE,-19994.1,9329.8,0,4.93,0,NA,NA,9329,40,"no","no","no"
"768","classic",965,806,"owner",13,"monthly_issuance",1996-10-29,13,"female",1972-12-01,27,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,2298,1,0,0,0,0,TRUE,1278.8,19211.9,0,4.47,0,3447,"failed",19211,5,"no","no","no"
"769","junior",967,807,"owner",76,"weekly_issuance",1995-06-13,76,"male",1979-06-20,20,NA,NA,NA,NA,NA,FALSE,"junior",1996-12-23,TRUE,12579,1,0,0,0,0,TRUE,19653.3,48175.4,-4895.7,4.81,0,20229,"junior",31334,346,"keep junior","no","no"
"770","classic",968,808,"owner",69,"monthly_issuance",1995-06-13,69,"male",1957-02-17,42,1996-04-11,215616,48,4492,"running_nok",TRUE,NA,NA,FALSE,4492,0,0,1,0,0,TRUE,-6943.67,30051.05,0,5.51,0,15420,"failed",29996,83,"no","no","no"
"771","classic",970,809,"owner",36,"monthly_issuance",1995-12-20,36,"male",1957-03-29,42,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,8298,1,0,0,0,0,TRUE,6652,39707.2,0,6.93,0,19618,"gold",39707,344,"classic","yes","up to  120000"
"772","classic",971,810,"owner",46,"monthly_issuance",1995-11-11,46,"female",1919-01-01,80,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,2076,1,0,0,0,0,TRUE,12501.33,30465.1,0,5,0,4798,"failed",30465,42,"no","no","no"
"773","classic",973,811,"owner",14,"weekly_issuance",1997-08-01,14,"female",1970-10-06,29,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,5171,0,0,1,0,0,TRUE,-5159,56081.6,0,4.42,0,NA,NA,56081,102,"classic","no","no"
"774","classic",975,812,"owner",1,"monthly_issuance",1996-08-30,1,"female",1959-07-12,40,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,9128,1,0,0,0,0,TRUE,-10226.7,34853,0,4.66,0,19549,"gold",34853,322,"classic","no","no"
"775","classic",976,813,"owner",16,"monthly_issuance",1993-02-10,16,"female",1955-11-19,44,1994-05-11,24312,12,2026,"finished_ok",TRUE,NA,NA,FALSE,2025,0,0,1,0,0,TRUE,2202.1,35295.5,0,5.56,1.69,12154,"classic",35295,285,"classic","no","next loan up to 110000"
"776","classic",977,814,"owner",76,"monthly_issuance",1996-10-06,76,"female",1926-05-10,73,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,2230,1,0,0,0,0,TRUE,-12879.17,17805.6,0,5.29,0,6760,"failed",17805,24,"no","no","no"
"777","classic",978,815,"owner",56,"monthly_issuance",1993-08-25,56,"female",1968-06-09,31,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,1949,1,0,0,0,0,TRUE,-5953.7,16212.6,0,5.23,1.495,2924,"failed",16212,-10,"no","no","no"
"778","classic",980,816,"owner",52,"monthly_issuance",1993-08-05,40,"male",1961-09-30,38,1995-01-08,48624,24,2026,"finished_ok",TRUE,NA,NA,FALSE,6539,1,0,1,0,0,TRUE,-14592.2,100958.1,0,5.6,-1.17,NA,"gold",100958,237,"classic","no","next loan up to 320000"
"779","classic",981,817,"owner",5,"monthly_issuance",1994-03-18,5,"male",1960-06-28,39,1995-02-17,538500,60,8975,"running_ok",TRUE,NA,NA,FALSE,13580,1,0,1,0,0,TRUE,37694.2,43156.1,0,4.88,0,21388,"gold",43156,356,"classic","no","no"
"780","classic",984,819,"owner",20,"monthly_issuance",1995-04-22,20,"male",1949-07-03,50,NA,NA,NA,NA,NA,FALSE,"classic",1996-09-18,TRUE,NA,NA,NA,NA,NA,NA,FALSE,1701.10000000001,41037.8,15550.6,5,0,19241,"gold",61704,336,"keep classic","yes","up to  190000"
"781","gold",986,820,"owner",74,"monthly_issuance",1995-11-04,74,"male",1955-05-16,44,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,5577,1,0,0,0,1,TRUE,2829.2,65212.5,0,4.89,0,11373,"classic",65212,308,"gold","yes","up to  200000"
"782","classic",987,821,"owner",60,"monthly_issuance",1996-03-16,60,"male",1952-05-20,47,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,2087,1,0,0,0,1,TRUE,-1052.4,21170.6,0,4.71,0,3901,"failed",21170,10,"no","no","no"
"783","classic",988,822,"owner",40,"monthly_issuance",1996-10-04,40,"female",1939-10-01,60,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,1784,1,0,0,0,0,TRUE,14305.4,30771.9,0,4.67,0,6911,"failed",30771,65,"no","no","no"
"784","classic",990,823,"owner",71,"monthly_issuance",1997-09-19,71,"male",1961-12-24,38,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,2189,1,0,0,1,1,TRUE,15775.7,25008.9,0,4.45,0,NA,NA,25008,92,"no","no","no"
"785","classic",991,824,"owner",32,"monthly_issuance",1996-03-21,32,"male",1941-06-27,58,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,5406,1,0,0,0,0,TRUE,14428.4,54068.3,0,4.64,0,8110,"classic",54068,225,"classic","yes","up to  170000"
"786","classic",992,825,"owner",19,"monthly_issuance",1996-03-06,19,"male",1948-05-21,51,1997-02-02,53076,12,4423,"finished_ok",TRUE,"classic",1998-11-29,TRUE,13658,1,0,1,0,0,TRUE,4861.6,38222.9,3525.5,4.73,0,15878,"gold",41748,353,"keep classic","no","next loan up to 130000"
"787","classic",993,826,"owner",44,"monthly_issuance",1996-10-05,44,"female",1969-10-31,30,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,5585,1,0,0,1,1,TRUE,-241.599999999999,24419.6,0,4.52,0,8378,"classic",24419,184,"classic","no","no"
"788","classic",994,827,"owner",36,"monthly_issuance",1996-02-23,36,"male",1971-04-27,28,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,2260,1,0,0,0,0,TRUE,5857.2,28959.1,0,4.73,0,3391,"failed",28959,20,"no","no","no"
"789","junior",996,828,"owner",1,"monthly_issuance",1997-02-12,1,"female",1980-06-26,19,NA,NA,NA,NA,NA,FALSE,"junior",1998-02-04,TRUE,8852,1,0,0,0,0,TRUE,-7309.7,21649.4,-1356.5,4.66,0,NA,NA,20292,67,"keep junior","no","no"
"790","classic",997,829,"owner",59,"monthly_issuance",1996-11-10,59,"male",1950-11-11,49,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,2120,1,0,0,0,0,TRUE,9145.4,31317.7,0,4.77,0,3181,"failed",31317,23,"no","no","no"
"791","classic",999,830,"owner",74,"monthly_issuance",1993-02-08,74,"female",1966-09-01,33,NA,NA,NA,NA,NA,FALSE,"classic",1995-03-05,TRUE,NA,NA,NA,NA,NA,NA,FALSE,8236.77,52630.67,-4806.07,5.42,1.915,16623,"gold",57616,328,"keep classic","no","no"
"792","classic",1001,831,"owner",44,"monthly_issuance",1996-09-18,44,"male",1947-04-14,52,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,2291,1,0,0,0,0,TRUE,2653.6,17344.6,0,5.33,0,3437,"failed",17344,5,"no","no","no"
"793","classic",1002,832,"owner",42,"monthly_issuance",1996-05-24,42,"female",1944-03-08,55,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,2135,1,0,0,0,0,TRUE,2553.6,19232.1,0,4.79,0,3203,"failed",19232,5,"no","no","no"
"794","classic",1003,833,"owner",31,"monthly_issuance",1996-08-29,31,"female",1937-10-31,62,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,3462,1,0,0,0,0,TRUE,11218.3,28327.2,0,4.63,0,5614,"failed",28327,46,"no","no","no"
"795","classic",1004,834,"owner",3,"monthly_issuance",1997-05-23,3,"male",1957-09-25,42,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,2473,1,0,0,0,0,TRUE,8790.4,18971.1,0,4.48,0,NA,NA,18971,79,"no","no","no"
"796","classic",1006,836,"owner",46,"monthly_issuance",1996-07-28,46,"female",1942-06-28,57,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,3059,1,0,0,0,1,TRUE,40266.1,48412.4,0,4.49,0,7188,"failed",48412,111,"no","no","no"
"797","classic",1008,837,"owner",46,"monthly_issuance",1993-09-18,6,"male",1956-07-06,43,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,9250,1,0,0,0,0,TRUE,24364.2,50872.8,0,5.04,0,21340,"gold",50872,389,"classic","yes","up to  160000"
"798","classic",1009,838,"owner",47,"monthly_issuance",1993-10-23,33,"female",1962-04-27,37,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,-15372.7,4227.3,0,4.52,0,NA,NA,4227,40,"no","no","no"
"799","classic",1011,839,"owner",16,"monthly_issuance",1995-01-17,16,"male",1939-07-13,60,NA,NA,NA,NA,NA,FALSE,"classic",1995-09-15,TRUE,4254,1,0,0,0,0,TRUE,38413.5,42640.8,4184.89999999999,5.04,0,24552,"gold",67231,428,"keep classic","yes","up to  210000"
"800","classic",1012,840,"owner",70,"monthly_issuance",1996-03-12,70,"female",1966-02-13,33,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,4606,1,0,0,0,0,TRUE,-14249.4,62764.2,0,4.78,0,24420,"gold",62764,394,"classic","no","no"
"801","classic",1014,841,"owner",1,"monthly_issuance",1993-11-04,1,"male",1931-02-08,68,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,2109,1,0,0,0,0,TRUE,6186.5,42834.4,0,5.21,0.18,5772,"failed",42834,59,"no","no","no"
"802","classic",1015,842,"owner",62,"monthly_issuance",1995-04-07,62,"male",1934-03-13,65,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,3278,1,0,0,0,0,TRUE,2818.1,17883.6,0,5.26,0,4918,"failed",17883,21,"no","no","no"
"803","classic",1017,843,"owner",6,"monthly_issuance",1997-04-09,6,"female",1943-02-12,56,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,1980,1,0,0,1,1,TRUE,-11992,16626.8,0,4.95,0,2970,"failed",16626,-14,"no","no","no"
"804","classic",1018,844,"owner",53,"monthly_issuance",1994-04-28,53,"male",1945-02-28,54,NA,NA,NA,NA,NA,FALSE,"classic",1995-01-24,TRUE,14171,1,0,0,0,1,TRUE,23673.9,40300.7,-12498.3,5.15,0,46773,"gold",61749,633,"keep classic","no","no"
"805","classic",1019,845,"owner",14,"monthly_issuance",1997-12-27,14,"female",1946-12-22,53,NA,NA,NA,NA,NA,FALSE,"classic",1998-08-10,TRUE,9651,1,0,0,0,0,TRUE,-20470.9,41278.1,31980.4,4.47,0,NA,"classic",73258,97,"keep classic","no","no"
"806","classic",1020,846,"owner",72,"monthly_issuance",1996-03-09,72,"female",1977-05-10,22,1996-07-28,187104,24,7796,"finished_ok",TRUE,"classic",1998-04-16,TRUE,7795,0,0,1,0,0,TRUE,33029.1,60525.5,53481.7,4.79,0,NA,"junior",114007,220,"keep classic","no","next loan up to 360000"
"807","classic",1021,847,"owner",2,"monthly_issuance",1996-07-21,2,"male",1977-08-05,22,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,34522.7,55786.8,0,4.93,0,1400,"junior",55786,181,"junior","yes","up to  170000"
"808","classic",1022,848,"owner",31,"monthly_issuance",1996-06-16,31,"male",1940-07-23,59,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,6015,1,0,0,1,1,TRUE,7112.2,55070,0,4.71,0,9140,"classic",55070,229,"classic","yes","up to  170000"
"809","classic",1023,849,"owner",1,"monthly_issuance",1996-01-01,1,"male",1938-12-28,61,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,-45391.4,-405.2,0,5.25,0,NA,NA,-405,7,"no","no","no"
"810","classic",1024,850,"owner",25,"monthly_issuance",1997-03-07,25,"male",1956-03-29,43,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,14811,1,0,0,0,0,TRUE,-15457.7,48782.1,0,4.52,0,NA,NA,48782,85,"no","no","no"
"811","classic",1025,851,"owner",15,"monthly_issuance",1994-09-23,15,"male",1964-07-08,35,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,6225,1,1,0,0,1,TRUE,-22426.1,4472.7,0,5.12,0,NA,NA,4472,33,"no","no","no"
"812","junior",1026,852,"owner",57,"monthly_issuance",1997-10-23,57,"male",1979-08-12,20,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,2082,1,0,0,0,1,TRUE,14621.8,18097.1,0,4.44,0,NA,NA,18097,84,"no","no","no"
"813","classic",1027,853,"owner",1,"monthly_issuance",1996-03-20,1,"female",1940-11-04,59,NA,NA,NA,NA,NA,FALSE,"classic",1997-03-05,TRUE,6051,1,0,0,0,1,TRUE,20693.8,38790.9,-6456,4.6,0,16457,"gold",26551,327,"keep classic","no","no"
"814","classic",1029,854,"owner",62,"monthly_issuance",1993-09-21,1,"female",1954-03-16,45,1995-05-30,87216,48,1817,"running_ok",TRUE,NA,NA,FALSE,6147,1,0,1,1,1,TRUE,20446.2,44584.1,0,5.05,0,10405,"classic",44584,278,"classic","no","increase up to 140000"
"815","classic",1030,855,"owner",1,"monthly_issuance",1994-03-28,1,"male",1947-10-11,52,NA,NA,NA,NA,NA,FALSE,"classic",1998-12-14,TRUE,6608,1,0,0,0,0,TRUE,-2576.4,59830.1,11927.8,5.08,0.13,13766,"gold",71757,297,"keep classic","yes","up to  220000"
"816","classic",1031,856,"owner",2,"monthly_issuance",1996-03-03,2,"female",1968-12-11,31,NA,NA,NA,NA,NA,FALSE,"classic",1998-06-21,TRUE,5737,1,0,0,1,1,TRUE,10123.6,41697.6,928.5,4.66,0,12807,"classic",42626,256,"keep classic","yes","up to  130000"
"817","classic",1032,857,"owner",77,"monthly_issuance",1993-09-16,1,"female",1938-10-30,61,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,3019,1,0,0,0,0,TRUE,-2099.3,21742.2,0,5.68,4.195,4529,"failed",21742,17,"no","no","no"
"818","classic",1034,858,"owner",52,"monthly_issuance",1996-07-13,52,"female",1974-11-11,25,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,5456,1,0,0,0,0,TRUE,32951.4,58808.6,0,4.66,0,23233,"gold",58808,425,"classic","yes","up to  180000"
"819","classic",1035,859,"owner",13,"monthly_issuance",1997-08-26,13,"female",1971-03-28,28,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,3930,1,0,0,1,1,TRUE,2875.3,40625.3,0,4.41,0,NA,NA,40625,95,"no","no","no"
"820","classic",1037,860,"owner",1,"monthly_issuance",1993-03-19,1,"female",1965-11-01,34,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,8071,1,0,0,0,0,TRUE,-16738.5,29496.1,0,5.15,1.31,13185,"gold",29496,246,"classic","no","no"
"821","classic",1038,861,"owner",22,"monthly_issuance",1993-09-13,69,"female",1961-09-23,38,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,9583,1,0,0,0,1,TRUE,-2418.3,19043.9,0,6.6,0,18027,"gold",19043,298,"classic","no","no"
"822","junior",1039,862,"owner",64,"weekly_issuance",1993-02-02,70,"female",1980-10-11,19,NA,NA,NA,NA,NA,FALSE,"junior",1994-12-04,TRUE,3122,1,0,0,0,0,TRUE,4048.7,50082.1,1520.1,6.97,0.67,44333,"junior",103054,573,"keep junior","yes","up to  320000"
"823","classic",1040,863,"owner",71,"monthly_issuance",1993-05-16,1,"male",1960-06-17,39,NA,NA,NA,NA,NA,FALSE,"classic",1997-01-03,TRUE,10520,1,1,0,0,0,TRUE,33509.7,74139.1,20499.6,5.75,0,NA,NA,55734,160,"classic","yes","up to  170000"
"824","classic",1041,864,"owner",72,"monthly_issuance",1997-07-08,72,"male",1961-07-05,38,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,3699,1,0,0,0,0,TRUE,3267.8,30161.6,0,4.47,0,NA,NA,30161,84,"no","no","no"
"825","classic",1042,865,"owner",17,"monthly_issuance",1996-03-18,17,"female",1966-09-25,33,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,2294,1,0,0,0,1,TRUE,2111.6,21087.5,0,4.59,0,3441,"failed",21087,8,"no","no","no"
"826","classic",1044,866,"owner",9,"monthly_issuance",1993-01-10,9,"female",1971-09-13,28,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,4851,1,0,0,1,1,TRUE,19942.4,60553.8,0,5.4,1.935,12644,"classic",60553,283,"classic","yes","up to  190000"
"827","classic",1045,867,"owner",60,"monthly_issuance",1997-11-09,60,"female",1947-12-24,52,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,12943,1,0,0,1,1,TRUE,-1852.57,22613.25,0,4.49,0,NA,NA,22611,72,"no","no","no"
"828","junior",1046,868,"owner",1,"monthly_issuance",1997-05-26,1,"male",1975-08-24,24,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,6358,1,0,0,0,1,TRUE,2392.9,22712,0,8.1,0,NA,NA,22712,77,"no","no","no"
"829","classic",1047,869,"owner",16,"monthly_issuance",1996-07-15,16,"female",1963-07-11,36,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,0,10300,0,4.3,0,NA,NA,10300,61,"no","no","no"
"830","classic",1048,870,"owner",70,"monthly_issuance",1995-03-27,70,"female",1974-10-03,25,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,4562,1,0,0,0,0,TRUE,2110.9,21327.5,0,4.7,0,6844,"failed",21327,42,"no","no","no"
"831","classic",1049,871,"owner",1,"monthly_issuance",1996-09-02,1,"male",1942-11-11,57,NA,NA,NA,NA,NA,FALSE,"classic",1998-04-25,TRUE,5168,1,0,0,0,0,TRUE,-15301.67,28467.6,-9844.8,4.73,0,24977,"gold",18622,365,"keep classic","no","no"
"832","classic",1050,872,"owner",27,"monthly_issuance",1997-01-18,27,"female",1971-07-01,28,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,2762,1,0,0,0,0,TRUE,1625.7,46336.6,0,4.68,0,NA,NA,46336,99,"no","no","no"
"833","classic",1051,873,"owner",73,"monthly_issuance",1997-04-26,73,"female",1971-08-26,28,1998-02-24,178500,60,2975,"running_ok",TRUE,NA,NA,FALSE,7604,1,0,1,1,1,TRUE,-8500.5,13352.9,0,4.71,0,NA,NA,13352,75,"no","no","no"
"834","classic",1052,874,"owner",56,"weekly_issuance",1996-03-23,56,"male",1964-03-11,35,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,9720,1,1,0,0,1,TRUE,5972.6,42024.3,0,4.66,0,16423,"gold",42024,313,"classic","yes","up to  130000"
"835","classic",1054,875,"owner",63,"monthly_issuance",1995-05-17,63,"male",1924-08-20,75,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,3837,1,0,0,0,0,TRUE,16643.4,43025.3,0,4.78,0,6607,"failed",43025,77,"no","no","no"
"836","classic",1055,876,"owner",4,"monthly_issuance",1997-10-26,4,"male",1919-05-17,80,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,3796,1,0,0,0,0,TRUE,4784.6,11371,0,4.37,0,NA,NA,11371,67,"no","no","no"
"837","classic",1056,877,"owner",1,"monthly_issuance",1996-05-29,1,"male",1963-06-19,36,NA,NA,NA,NA,NA,FALSE,"classic",1998-11-19,TRUE,3628,1,0,0,0,1,TRUE,9434.60000000001,43945.8,-1075.9,5.18,0,5443,"failed",42869,59,"keep classic","no","no"
"838","classic",1057,878,"owner",52,"monthly_issuance",1996-06-29,52,"male",1939-02-21,60,NA,NA,NA,NA,NA,FALSE,"classic",1998-11-21,TRUE,3943,1,0,0,0,0,TRUE,14802,43255.7,17766.3,4.66,0,23416,"gold",61022,393,"keep classic","yes","up to  190000"
"839","classic",1058,879,"owner",9,"monthly_issuance",1997-06-04,9,"female",1975-08-01,24,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,2094,1,0,0,0,0,TRUE,1233.5,15984.2,0,4.53,0,NA,NA,15984,68,"no","no","no"
"840","classic",1059,880,"owner",26,"monthly_issuance",1996-12-08,26,"male",1960-06-03,39,NA,NA,NA,NA,NA,FALSE,"classic",1998-08-10,TRUE,6530,1,1,0,0,0,TRUE,23744.43,46714.43,-11504.73,4.53,0,NA,NA,35209,122,"classic","no","no"
"841","junior",1062,882,"owner",9,"monthly_issuance",1993-03-06,16,"male",1975-01-08,24,NA,NA,NA,NA,NA,FALSE,"classic",1998-09-29,TRUE,3306,1,0,0,0,0,TRUE,21714.8,54745.1,30030.5,5.32,5.845,11587,"junior",84775,269,"keep classic","yes","up to  270000"
