"","disp.disp_id","disp.client_id","disp.account_id","disp.type","account.district_id_branch","account.frequency","account.date","client.district_id_client","client.gender","client.dob","client.age","loan.date","loan.amount","loan.duration","loan.monthly_rate","loan.status","loan.has_loan","card.type","card.issued","card.has_card","order.sum_amount","order.household","order.leasing","order.loan","order.insurance","order.uncategorized","order.has_orders","district.avg_salary","district.urban_ratio","district.enterpren_rate"
"415",522,522,434,"owner",1,"monthly_issuance",1996-12-24,1,"female",1956-03-04,43,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,7303,1,0,0,0,1,TRUE,12541,100,167
"416",523,523,435,"owner",38,"monthly_issuance",1993-01-08,38,"male",1922-12-17,77,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,3189,1,0,0,0,0,TRUE,8965,59.8,104
"417",524,524,436,"owner",30,"monthly_issuance",1996-08-07,30,"female",1963-01-02,36,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,5250,1,0,0,1,1,TRUE,9650,81.8,100
"418",526,526,437,"owner",43,"monthly_issuance",1993-12-03,43,"male",1964-02-01,35,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,5354,1,0,0,0,1,TRUE,9425,76.3,125
"419",528,528,438,"owner",37,"monthly_issuance",1997-06-23,37,"male",1977-02-11,22,NA,NA,NA,NA,NA,FALSE,"classic",1998-08-26,TRUE,NA,NA,NA,NA,NA,NA,FALSE,9065,62.3,123
"420",529,529,439,"owner",69,"monthly_issuance",1996-04-15,69,"male",1978-11-05,21,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,8173,48.4,124
"421",530,530,440,"owner",29,"monthly_issuance",1996-12-22,29,"female",1957-09-27,42,1998-03-13,84288,48,1756,"running_ok",TRUE,NA,NA,FALSE,7581,1,0,1,0,0,TRUE,8843,55.6,113
"422",531,531,441,"owner",27,"weekly_issuance",1993-12-17,27,"male",1976-10-04,23,NA,NA,NA,NA,NA,FALSE,"junior",1995-09-19,TRUE,8279,1,1,0,0,1,TRUE,8561,43.8,110
"423",533,533,442,"owner",54,"monthly_issuance",1997-03-30,54,"female",1941-05-19,58,1997-07-10,357840,48,7455,"running_nok",TRUE,NA,NA,FALSE,15129,1,0,1,0,1,TRUE,9897,100,140
"424",534,534,443,"owner",64,"monthly_issuance",1993-01-28,74,"male",1957-07-22,42,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,2038,1,0,0,1,1,TRUE,10673,100,100
"425",535,535,444,"owner",26,"monthly_issuance",1996-05-09,26,"male",1937-09-09,62,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,4469,1,0,0,0,0,TRUE,10787,100,131
"426",536,536,445,"owner",63,"weekly_issuance",1993-07-29,47,"male",1939-08-25,60,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,11565,1,0,0,0,1,TRUE,9538,72.8,111
"427",537,537,446,"owner",50,"monthly_issuance",1993-06-15,1,"male",1935-01-16,64,NA,NA,NA,NA,NA,FALSE,"classic",1995-09-06,TRUE,6941,1,0,0,0,0,TRUE,12541,100,167
"428",538,538,447,"owner",5,"monthly_issuance",1996-08-14,5,"female",1948-05-10,51,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,6108,1,1,0,0,0,TRUE,9307,51.4,118
"429",540,540,449,"owner",19,"monthly_issuance",1994-11-22,19,"male",1921-07-28,78,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,1953,1,0,0,0,0,TRUE,8402,52.7,120
"430",542,542,450,"owner",59,"monthly_issuance",1996-05-28,59,"female",1921-02-09,78,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,2404,1,0,0,0,0,TRUE,8444,62.1,106
"431",543,543,451,"owner",11,"monthly_issuance",1994-05-05,11,"female",1958-04-15,41,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,7208,0,0,1,0,0,TRUE,9622,36.5,154
"432",544,544,452,"owner",63,"monthly_issuance",1995-11-29,63,"male",1948-11-16,51,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,5433,1,0,0,0,1,TRUE,8288,50.5,110
"433",545,545,453,"owner",75,"monthly_issuance",1997-04-24,75,"female",1973-10-11,26,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,7012,1,0,0,0,0,TRUE,8819,64.6,99
"434",546,546,454,"owner",7,"monthly_issuance",1995-05-07,7,"male",1953-08-25,46,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,5687,1,0,0,0,0,TRUE,9920,63.4,130
"435",547,547,455,"owner",54,"monthly_issuance",1995-04-23,54,"male",1949-03-31,50,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,8339,1,0,0,0,0,TRUE,9897,100,140
"436",548,548,456,"owner",49,"monthly_issuance",1993-01-21,49,"male",1937-12-04,62,NA,NA,NA,NA,NA,FALSE,"gold",1996-10-09,TRUE,4783,0,1,0,0,0,TRUE,8208,60.8,155
"437",550,550,458,"owner",7,"monthly_issuance",1995-06-16,7,"male",1961-11-30,38,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,10617,1,1,0,0,0,TRUE,9920,63.4,130
"438",551,551,459,"owner",47,"monthly_issuance",1993-01-21,47,"female",1976-07-05,23,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,9538,72.8,111
"439",552,552,460,"owner",1,"monthly_issuance",1994-04-18,1,"female",1934-05-08,65,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,3554,1,0,0,0,0,TRUE,12541,100,167
"440",554,554,461,"owner",30,"monthly_issuance",1993-02-18,30,"female",1925-04-19,74,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,1530,1,0,0,0,0,TRUE,9650,81.8,100
"441",556,556,462,"owner",29,"monthly_issuance",1993-11-10,29,"male",1946-07-08,53,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,8325,1,0,0,0,0,TRUE,8843,55.6,113
"442",557,557,463,"owner",51,"monthly_issuance",1995-05-08,51,"male",1939-07-17,60,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,6385,1,0,0,0,0,TRUE,8541,70.5,131
"443",558,558,464,"owner",43,"monthly_issuance",1997-05-28,43,"female",1920-07-05,79,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,3509,1,0,0,0,0,TRUE,9425,76.3,125
"444",559,559,465,"owner",32,"monthly_issuance",1993-02-04,32,"female",1972-09-05,27,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,12404,1,1,0,0,0,TRUE,9272,81,118
"445",560,560,466,"owner",71,"monthly_issuance",1996-02-18,71,"female",1967-12-16,32,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,8678,69.7,102
"446",561,561,467,"owner",74,"monthly_issuance",1993-09-24,74,"female",1962-11-10,37,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,6832,1,0,0,0,1,TRUE,10673,100,100
"447",562,562,468,"owner",49,"monthly_issuance",1996-03-19,49,"female",1975-09-22,24,NA,NA,NA,NA,NA,FALSE,"gold",1998-02-21,TRUE,4234,1,0,0,0,1,TRUE,8208,60.8,155
"448",563,563,469,"owner",72,"monthly_issuance",1997-07-14,72,"female",1961-09-09,38,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,2672,1,0,0,0,0,TRUE,8994,62.6,110
"449",565,565,470,"owner",64,"monthly_issuance",1994-03-23,64,"female",1959-07-03,40,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,5276,1,0,0,1,1,TRUE,9624,74.7,145
"450",566,566,471,"owner",47,"monthly_issuance",1995-06-07,47,"female",1946-03-05,53,NA,NA,NA,NA,NA,FALSE,"classic",1998-06-19,TRUE,6081,1,0,0,1,1,TRUE,9538,72.8,111
"451",568,568,472,"owner",8,"monthly_issuance",1996-10-11,8,"female",1960-07-19,39,1997-04-28,196800,24,8200,"running_nok",TRUE,NA,NA,FALSE,8200,0,0,1,0,0,TRUE,11277,69.4,127
"452",569,569,473,"owner",73,"monthly_issuance",1996-10-20,73,"male",1962-06-15,37,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,7285,1,0,0,1,1,TRUE,8746,56.4,90
"453",570,570,474,"owner",61,"monthly_issuance",1995-12-06,61,"female",1941-01-31,58,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,2300,1,0,0,0,1,TRUE,8814,53.8,107
"454",571,571,475,"owner",3,"monthly_issuance",1997-05-11,3,"male",1924-09-27,75,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,2760,1,0,0,0,0,TRUE,8980,41.7,111
"455",573,573,476,"owner",69,"monthly_issuance",1997-04-11,69,"male",1967-08-10,32,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,8173,48.4,124
"456",574,574,477,"owner",1,"monthly_issuance",1993-01-25,1,"male",1972-12-25,27,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,3377,1,0,0,1,1,TRUE,12541,100,167
"457",575,575,478,"owner",58,"monthly_issuance",1994-07-16,58,"male",1970-04-04,29,NA,NA,NA,NA,NA,FALSE,"classic",1998-11-12,TRUE,8137,1,0,0,0,0,TRUE,8757,63.6,96
"458",577,577,479,"owner",1,"monthly_issuance",1995-11-05,1,"female",1963-12-05,36,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,2064,1,0,0,0,0,TRUE,12541,100,167
"459",578,578,480,"owner",23,"monthly_issuance",1997-01-21,23,"female",1977-07-07,22,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,5514,1,1,0,0,0,TRUE,8624,85.5,102
"460",579,579,481,"owner",72,"monthly_issuance",1996-04-23,72,"female",1933-05-31,66,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,1889,1,0,0,0,0,TRUE,8994,62.6,110
"461",581,581,483,"owner",70,"monthly_issuance",1997-07-15,70,"female",1949-02-04,50,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,1940,1,0,0,0,0,TRUE,10177,89.9,81
"462",582,582,484,"owner",1,"monthly_issuance",1995-01-20,1,"male",1950-09-26,49,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,5167,1,0,0,1,1,TRUE,12541,100,167
"463",583,583,485,"owner",6,"issuance_after_transaction",1993-01-04,75,"female",1965-01-01,34,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,15213,1,1,0,1,1,TRUE,8819,64.6,99
"464",584,584,486,"owner",33,"monthly_issuance",1995-11-21,33,"female",1976-05-13,23,NA,NA,NA,NA,NA,FALSE,"junior",1996-08-17,TRUE,NA,NA,NA,NA,NA,NA,FALSE,8705,84.7,116
"465",585,585,487,"owner",40,"monthly_issuance",1995-11-14,40,"female",1942-02-21,57,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,10684,1,0,0,0,0,TRUE,9317,85.3,97
"466",587,587,488,"owner",25,"monthly_issuance",1996-06-20,25,"female",1945-07-08,54,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,8554,61.7,113
"467",588,588,489,"owner",16,"monthly_issuance",1993-05-17,61,"female",1960-10-20,39,NA,NA,NA,NA,NA,FALSE,"classic",1994-01-19,TRUE,5608,1,0,0,0,0,TRUE,8814,53.8,107
"468",589,589,490,"owner",45,"monthly_issuance",1995-05-23,45,"male",1961-09-17,38,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,2042,1,0,0,0,0,TRUE,8390,53.5,132
"469",590,590,491,"owner",44,"monthly_issuance",1996-05-12,44,"male",1949-02-15,50,NA,NA,NA,NA,NA,FALSE,"classic",1997-01-17,TRUE,9090,1,0,0,0,0,TRUE,8254,53,97
"470",591,591,492,"owner",5,"monthly_issuance",1993-10-10,65,"female",1974-10-29,25,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,8403,43.7,105
"471",592,592,493,"owner",26,"monthly_issuance",1994-04-05,26,"male",1965-07-18,34,NA,NA,NA,NA,NA,FALSE,"classic",1996-01-14,TRUE,NA,NA,NA,NA,NA,NA,FALSE,10787,100,131
"472",593,593,494,"owner",60,"monthly_issuance",1993-03-11,60,"female",1954-07-10,45,NA,NA,NA,NA,NA,FALSE,"classic",1995-06-27,TRUE,11564,1,1,0,0,1,TRUE,8441,51.9,115
"473",596,596,496,"owner",69,"monthly_issuance",1993-02-26,69,"male",1948-10-24,51,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,3602,1,0,0,0,0,TRUE,8173,48.4,124
"474",597,597,497,"owner",55,"monthly_issuance",1993-04-15,55,"male",1943-02-22,56,NA,NA,NA,NA,NA,FALSE,"classic",1997-06-25,TRUE,3405,1,0,0,0,0,TRUE,8743,33.9,111
"475",598,598,498,"owner",1,"monthly_issuance",1993-11-21,1,"male",1970-12-31,29,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,12541,100,167
"476",601,601,500,"owner",56,"monthly_issuance",1996-04-27,56,"male",1966-03-12,33,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,6435,1,1,0,0,1,TRUE,8772,46,126
"477",603,603,501,"owner",13,"monthly_issuance",1995-10-21,13,"female",1966-03-09,33,1996-10-24,262980,60,4383,"running_ok",TRUE,NA,NA,FALSE,4382,0,0,1,0,0,TRUE,8598,41.3,123
"478",604,604,502,"owner",1,"monthly_issuance",1997-10-13,1,"female",1965-07-31,34,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,2498,1,0,0,0,0,TRUE,12541,100,167
"479",605,605,503,"owner",1,"monthly_issuance",1996-08-08,1,"female",1970-08-27,29,NA,NA,NA,NA,NA,FALSE,"classic",1998-04-26,TRUE,8921,1,1,0,0,0,TRUE,12541,100,167
"480",606,606,504,"owner",73,"monthly_issuance",1993-04-21,10,"female",1949-01-25,50,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,2308,1,0,0,0,0,TRUE,10124,46.7,141
"481",607,607,505,"owner",64,"monthly_issuance",1996-12-16,64,"male",1964-03-30,35,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,2221,1,0,0,0,1,TRUE,9624,74.7,145
"482",608,608,506,"owner",67,"monthly_issuance",1996-07-08,67,"male",1972-08-31,27,NA,NA,NA,NA,NA,FALSE,"classic",1997-05-31,TRUE,4120,1,0,0,1,1,TRUE,8110,63.1,109
"483",609,609,507,"owner",52,"monthly_issuance",1996-06-17,52,"male",1962-09-02,37,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,8363,61.9,108
"484",610,610,508,"owner",74,"monthly_issuance",1996-11-19,74,"female",1979-08-10,20,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,2480,1,0,0,0,0,TRUE,10673,100,100
"485",611,611,509,"owner",36,"monthly_issuance",1997-08-14,36,"male",1952-10-13,47,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,6261,0,0,1,0,0,TRUE,9198,85.2,131
"486",613,613,510,"owner",1,"weekly_issuance",1993-06-02,1,"female",1977-08-10,22,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,4804,1,0,0,1,1,TRUE,12541,100,167
"487",614,614,511,"owner",14,"monthly_issuance",1996-11-10,14,"female",1947-02-03,52,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,2629,0,1,0,0,0,TRUE,10045,74.8,135
"488",615,615,512,"owner",68,"monthly_issuance",1997-01-14,68,"female",1949-09-13,50,NA,NA,NA,NA,NA,FALSE,"classic",1998-06-05,TRUE,9449,1,0,0,0,0,TRUE,9893,57.2,96
"489",616,616,513,"owner",58,"monthly_issuance",1996-11-21,58,"male",1975-01-01,24,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,7908,1,0,0,0,0,TRUE,8757,63.6,96
"490",617,617,514,"owner",70,"monthly_issuance",1996-03-30,70,"male",1974-03-14,25,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,5760,1,0,0,0,0,TRUE,10177,89.9,81
"491",618,618,515,"owner",57,"monthly_issuance",1995-02-09,57,"female",1932-03-16,67,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,2750,1,0,0,0,0,TRUE,8720,48,116
"492",619,619,516,"owner",6,"monthly_issuance",1996-02-08,6,"male",1920-09-07,79,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,3736,1,0,0,0,0,TRUE,8546,51.5,126
"493",621,621,517,"owner",76,"monthly_issuance",1993-09-22,54,"male",1939-03-17,60,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,9255,1,0,0,0,0,TRUE,9897,100,140
"494",622,622,518,"owner",74,"monthly_issuance",1994-09-09,74,"female",1931-11-23,68,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,3353,1,0,0,0,0,TRUE,10673,100,100
"495",623,623,519,"owner",24,"monthly_issuance",1993-11-12,24,"male",1925-09-04,74,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,3245,1,0,0,0,0,TRUE,8991,80,128
"496",625,625,520,"owner",60,"monthly_issuance",1993-11-04,60,"female",1978-11-24,21,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,2332,1,0,0,0,0,TRUE,8441,51.9,115
"497",626,626,521,"owner",9,"monthly_issuance",1995-10-08,9,"male",1980-04-13,19,NA,NA,NA,NA,NA,FALSE,"junior",1997-01-19,TRUE,4234,1,0,0,0,0,TRUE,8899,55.3,149
"498",627,627,522,"owner",17,"monthly_issuance",1995-12-20,17,"male",1972-04-11,27,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,5007,1,0,0,0,1,TRUE,8114,61.4,119
"499",629,629,523,"owner",1,"monthly_issuance",1993-08-11,16,"male",1976-03-10,23,NA,NA,NA,NA,NA,FALSE,"junior",1995-11-16,TRUE,NA,NA,NA,NA,NA,NA,FALSE,8427,56.9,107
"500",630,630,524,"owner",61,"monthly_issuance",1994-05-03,61,"male",1952-03-03,47,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,5768,1,0,0,0,0,TRUE,8814,53.8,107
"501",631,631,525,"owner",70,"monthly_issuance",1996-03-20,70,"female",1956-03-22,43,1997-07-16,210384,48,4383,"running_ok",TRUE,NA,NA,FALSE,10836,1,0,1,0,0,TRUE,10177,89.9,81
"502",632,632,526,"owner",67,"monthly_issuance",1996-07-16,67,"male",1946-03-16,53,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,5074,1,0,0,0,0,TRUE,8110,63.1,109
"503",635,635,528,"owner",17,"monthly_issuance",1996-12-30,17,"female",1927-06-29,72,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,2916,1,0,0,0,0,TRUE,8114,61.4,119
"504",637,637,529,"owner",39,"monthly_issuance",1997-08-18,39,"female",1970-12-15,29,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,3344,1,0,0,0,0,TRUE,10446,89.9,90
"505",638,638,530,"owner",54,"monthly_issuance",1996-11-19,54,"female",1961-02-03,38,NA,NA,NA,NA,NA,FALSE,"classic",1997-07-30,TRUE,NA,NA,NA,NA,NA,NA,FALSE,9897,100,140
"506",639,639,531,"owner",31,"monthly_issuance",1995-08-18,31,"male",1978-08-02,21,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,2144,1,0,0,0,0,TRUE,8930,59.2,108
"507",640,640,532,"owner",26,"monthly_issuance",1995-09-02,26,"male",1979-04-15,20,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,10787,100,131
"508",641,641,533,"owner",40,"monthly_issuance",1995-05-07,40,"female",1962-07-04,37,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,4746,1,0,0,0,1,TRUE,9317,85.3,97
"509",643,643,534,"owner",1,"monthly_issuance",1997-05-26,1,"female",1949-06-13,50,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,3801,1,0,0,1,1,TRUE,12541,100,167
"510",644,644,535,"owner",35,"monthly_issuance",1994-05-24,35,"female",1961-04-23,38,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,7848,1,0,0,1,1,TRUE,8867,80.5,130
"511",645,645,536,"owner",14,"monthly_issuance",1996-10-13,14,"male",1925-12-21,74,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,2569,1,0,0,0,0,TRUE,10045,74.8,135
"512",646,646,537,"owner",34,"monthly_issuance",1997-01-08,34,"female",1922-09-29,77,NA,NA,NA,NA,NA,FALSE,"classic",1998-10-11,TRUE,1848,1,0,0,0,0,TRUE,9675,87.7,100
"513",648,648,538,"owner",70,"monthly_issuance",1994-06-07,70,"female",1935-09-28,64,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,2692,1,0,0,0,0,TRUE,10177,89.9,81
"514",649,649,539,"owner",13,"issuance_after_transaction",1993-02-16,13,"female",1978-05-02,21,NA,NA,NA,NA,NA,FALSE,"junior",1996-11-23,TRUE,NA,NA,NA,NA,NA,NA,FALSE,8598,41.3,123
"515",651,651,540,"owner",75,"monthly_issuance",1993-10-16,54,"female",1976-01-27,23,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,9897,100,140
"516",652,652,541,"owner",61,"monthly_issuance",1993-08-12,61,"male",1938-12-08,61,NA,NA,NA,NA,NA,FALSE,"classic",1995-10-22,TRUE,8728,1,0,0,1,1,TRUE,8814,53.8,107
"517",653,653,542,"owner",1,"monthly_issuance",1993-11-01,1,"female",1930-11-21,69,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,2750,1,0,0,0,0,TRUE,12541,100,167
"518",654,654,543,"owner",64,"monthly_issuance",1994-05-03,64,"female",1942-05-17,57,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,2388,1,0,0,1,1,TRUE,9624,74.7,145
"519",655,655,544,"owner",32,"monthly_issuance",1995-05-15,32,"male",1942-12-10,57,1996-08-22,91152,24,3798,"finished_ok",TRUE,"classic",1996-08-08,TRUE,3798,0,0,1,0,0,TRUE,9272,81,118
"520",656,656,545,"owner",54,"monthly_issuance",1993-11-24,1,"male",1956-06-06,43,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,3306,1,0,0,0,0,TRUE,12541,100,167
"521",657,657,546,"owner",8,"monthly_issuance",1996-11-23,8,"female",1926-07-10,73,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,2940,1,0,0,0,0,TRUE,11277,69.4,127
"522",659,659,547,"owner",24,"monthly_issuance",1997-07-27,24,"male",1965-12-07,34,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,2273,1,0,0,0,0,TRUE,8991,80,128
"523",660,660,548,"owner",16,"monthly_issuance",1994-06-07,16,"male",1923-03-22,76,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,1813,1,0,0,0,0,TRUE,8427,56.9,107
"524",662,662,549,"owner",5,"monthly_issuance",1996-11-27,5,"male",1945-08-07,54,NA,NA,NA,NA,NA,FALSE,"classic",1997-07-03,TRUE,4091,1,0,0,0,1,TRUE,9307,51.4,118
"525",663,663,550,"owner",24,"monthly_issuance",1997-10-17,24,"male",1923-01-20,76,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,1596,1,0,0,0,0,TRUE,8991,80,128
"526",664,664,551,"owner",77,"monthly_issuance",1993-05-07,77,"female",1980-03-19,19,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,8909,53.5,113
"527",665,665,552,"owner",14,"monthly_issuance",1993-08-20,62,"female",1932-04-05,67,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,2097,1,0,0,0,0,TRUE,8544,40.7,109
"528",666,666,553,"owner",26,"monthly_issuance",1995-06-06,26,"male",1982-05-23,17,NA,NA,NA,NA,NA,FALSE,"junior",1996-07-22,TRUE,NA,NA,NA,NA,NA,NA,FALSE,10787,100,131
"529",667,667,554,"owner",26,"monthly_issuance",1996-01-26,26,"female",1981-07-20,18,NA,NA,NA,NA,NA,FALSE,"junior",1997-07-03,TRUE,NA,NA,NA,NA,NA,NA,FALSE,10787,100,131
"530",668,668,555,"owner",24,"monthly_issuance",1993-05-15,1,"female",1942-12-25,57,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,7768,1,0,0,1,1,TRUE,12541,100,167
"531",669,669,556,"owner",12,"monthly_issuance",1997-06-26,12,"female",1956-12-19,43,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,8754,58,137
"532",670,670,557,"owner",1,"monthly_issuance",1995-11-26,1,"male",1959-01-21,40,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,2050,1,0,0,0,0,TRUE,12541,100,167
"533",671,671,558,"owner",10,"monthly_issuance",1996-06-15,10,"female",1971-02-27,28,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,5557,1,0,0,0,1,TRUE,10124,46.7,141
"534",672,672,559,"owner",46,"monthly_issuance",1993-03-05,46,"female",1929-11-09,70,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,2175,1,0,0,0,0,TRUE,8369,73.5,117
"535",673,673,560,"owner",36,"monthly_issuance",1995-08-20,36,"male",1939-10-29,60,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,5683,1,0,0,0,0,TRUE,9198,85.2,131
"536",674,674,561,"owner",11,"monthly_issuance",1996-12-12,11,"female",1927-01-11,72,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,1651,1,0,0,0,0,TRUE,9622,36.5,154
"537",675,675,562,"owner",50,"monthly_issuance",1993-02-25,50,"male",1975-11-12,24,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,8187,52,94
"538",676,676,563,"owner",53,"monthly_issuance",1993-07-27,70,"male",1953-02-07,46,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,6245,1,0,0,0,0,TRUE,10177,89.9,81
"539",677,677,564,"owner",5,"monthly_issuance",1997-12-23,5,"male",1963-05-24,36,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,9008,1,0,0,0,1,TRUE,9307,51.4,118
"540",678,678,565,"owner",39,"monthly_issuance",1995-11-25,39,"female",1933-05-28,66,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,3509,1,0,0,0,0,TRUE,10446,89.9,90
"541",679,679,566,"owner",8,"monthly_issuance",1997-11-13,8,"male",1940-03-19,59,NA,NA,NA,NA,NA,FALSE,"classic",1998-06-12,TRUE,NA,NA,NA,NA,NA,NA,FALSE,11277,69.4,127
"542",681,681,567,"owner",15,"monthly_issuance",1996-06-19,15,"male",1977-01-15,22,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,9045,51.9,124
"543",682,682,568,"owner",18,"monthly_issuance",1995-03-28,18,"male",1979-10-21,20,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,1408,0,1,0,0,0,TRUE,8968,65.3,131
"544",683,683,569,"owner",76,"monthly_issuance",1996-10-01,76,"female",1945-08-29,54,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,2074,1,0,0,0,0,TRUE,8369,51.2,107
"545",684,684,570,"owner",3,"monthly_issuance",1996-11-14,3,"female",1976-04-10,23,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,6273,1,0,0,0,0,TRUE,8980,41.7,111
